回答url,页码,评论作者,作者性别,评论内容,作者主页,作者头像,评论时间,评论级别
https://www.zhihu.com/answer/930193847,1,知乎用户c7CXQR,女,我觉得高兴之余应该关注下为什么这么年轻会半夜起床尿尿。<br>再好的成绩，没有身体是不行的。,https://www.zhihu.com/people/xiao-yao-76-6,https://pic2.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff.jpg?source=06d4cd63,2019-12-11 11:16:31,一级评论
https://www.zhihu.com/answer/930193847,1,cnr,女,哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈[飙泪笑],https://www.zhihu.com/people/cnr-96,https://pica.zhimg.com/v2-86a8b904a70885deeffde4facce4ea97.jpg?source=06d4cd63,2022-07-13 14:42:56,二级评论
https://www.zhihu.com/answer/930193847,1,喜柚,女,蹭喜气,https://www.zhihu.com/people/yicong-li-80,https://picx.zhimg.com/v2-210ebb297c73d22bb2e2175b1d9d5bdc.jpg?source=06d4cd63,2019-12-11 08:56:04,一级评论
https://www.zhihu.com/answer/930193847,1,奶油兔子,未知,沾沾喜气！！,https://www.zhihu.com/people/nai-you-tu-zi-60,https://pica.zhimg.com/v2-67126c3e56944eb093b48d2adb6946cf.jpg?source=06d4cd63,2019-12-11 09:33:29,一级评论
https://www.zhihu.com/answer/930193847,1,筝宁,女,沾沾喜气,https://www.zhihu.com/people/zheng-zhu-75-48,https://pica.zhimg.com/v2-5dcdd7c89f5106809873ca00d9546f26.jpg?source=06d4cd63,2019-12-11 09:16:04,一级评论
https://www.zhihu.com/answer/930193847,1,浪漫人生路,未知,这种心情我一个专科学校的都能感受 记得前任还在一起的时候陪他考研初试复试 那一晚上据说复试成绩出来 硬是拉着我打王者陪他到凌晨 结果凌晨还不出来 又安慰他一直陪他到凌晨两三点一直没睡 让他睡了可是他睡不着迷糊中我都能感觉他在看手机 后来很幸运的是他考上了 虽然现在不在一起了但是还是希望他幸福 不知道他能不能看见[红心],https://www.zhihu.com/people/lang-man-ren-sheng-lu-67,https://picx.zhimg.com/v2-4517bfc429aeeea5ae9239f9344efea2.jpg?source=06d4cd63,2020-02-24 12:47:33,一级评论
https://www.zhihu.com/answer/930193847,1,不吃零食的刘师傅,男,你真好,https://www.zhihu.com/people/liu-zong-41-93,https://pic3.zhimg.com/v2-040a882b957c6edd061adec4e3323c2d.jpg?source=06d4cd63,2021-05-05 18:48:56,二级评论
https://www.zhihu.com/answer/930193847,1,全小区最英俊,未知,天啊，你人好好……[大哭]一定是个温柔的小姐姐,https://www.zhihu.com/people/quan-xiao-qu-zui-ying-jun,https://pic3.zhimg.com/v2-ff4b1226c44878ac0f5003cb74745e08.jpg?source=06d4cd63,2021-10-09 17:37:12,二级评论
https://www.zhihu.com/answer/930193847,1,牛排,男,<p>大兄弟...点赞，和我一样</p>,https://www.zhihu.com/people/liu-zhi-yuan-8-40,https://pic3.zhimg.com/v2-e6f597b36f34720e2275a742465ae0dc.jpg?source=06d4cd63,2019-12-11 09:39:50,一级评论
https://www.zhihu.com/answer/930193847,1,闹啥子嘛闹,未知,啥意思，超40多分，这不代表复试就能过啊,https://www.zhihu.com/people/nao-sha-zi-ma-nao-53,https://pic1.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff.jpg?source=06d4cd63,2019-12-11 09:49:57,一级评论
https://www.zhihu.com/answer/930193847,1,远方与归途,未知,楼主已经说了复试过了哦  😂,https://www.zhihu.com/people/yuan-fang-yu-gui-tu-54,https://picx.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff.jpg?source=06d4cd63,2019-12-12 17:34:16,二级评论
https://www.zhihu.com/answer/930193847,1,小客服,未知,？ 所以呢,https://www.zhihu.com/people/ha-ha-34-60-7,https://pic2.zhimg.com/v2-4f7e5488f249471084c256c659a9ebb9.jpg?source=06d4cd63,2019-12-27 18:01:11,二级评论
https://www.zhihu.com/answer/930193847,1,你你你你你呀,未知,沾沾喜气啦,https://www.zhihu.com/people/ni-ni-ni-ni-ni-ya-54,https://picx.zhimg.com/v2-56dcfc03a8455dc10add327f5796535e.jpg?source=06d4cd63,2019-12-11 09:49:30,一级评论
https://www.zhihu.com/answer/930193847,1,不知道起什么名,未知,“我决定考研之前，爸妈强烈反对自己考研，觉得不现实，自己那偏僻小地方连一个大学生都少，考研？不找工作考公务员你不是在浪费时间吗？<br><br>我顶着压力考上了！”<br>看到这，短短几句话，挺心酸的。不过结局是好的，祝贺你。,https://www.zhihu.com/people/bu-zhi-dao-qi-shen-me-ming-41,https://pic1.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff.jpg?source=06d4cd63,2019-12-11 22:43:10,一级评论
https://www.zhihu.com/answer/930193847,1,亚亚学姐,女,二战的我 看到399分的时候 颤抖的哭了好久,https://www.zhihu.com/people/nan-xin-77-70-48,https://pica.zhimg.com/v2-586f950a968f575f4a141c4a623886ea.jpg?source=06d4cd63,2020-06-14 02:11:09,一级评论
https://www.zhihu.com/answer/930193847,2,一句话概括,男,哈哈，要是在你爸妈正行好事的时候那就尴尬了,https://www.zhihu.com/people/shuai-ge-ccc,https://picx.zhimg.com/v2-1a9171f7d9a0761c9837e84c1f93afe6.jpg?source=06d4cd63,2019-12-11 10:44:31,一级评论
https://www.zhihu.com/answer/930193847,2,YZC,男,半夜两点[捂脸],https://www.zhihu.com/people/yzc-33-26,https://pic1.zhimg.com/v2-fb4cb2db6874868483c03012e3a7d223.jpg?source=06d4cd63,2019-12-15 11:52:05,二级评论
https://www.zhihu.com/answer/930193847,2,秦霄贤,女,推给我这个是不是意味着今年我也要中！,https://www.zhihu.com/people/qin-xiao-xian-88-48,https://pic2.zhimg.com/v2-73600cd25f8f1f8cd64c388760af14f2.jpg?source=06d4cd63,2021-12-30 16:56:22,一级评论
https://www.zhihu.com/answer/930193847,2,一年级slamer,男,沾沾喜气，大三必能保研！（保佑保佑）,https://www.zhihu.com/people/zjz-50-40,https://pic1.zhimg.com/v2-a6bd86c7fc07bd5f0d0fb5fd5f2620b1.jpg?source=06d4cd63,2019-12-11 10:58:41,一级评论
https://www.zhihu.com/answer/930193847,2,喜柚,女,恭喜恭喜,https://www.zhihu.com/people/yicong-li-80,https://pic4.zhimg.com/v2-210ebb297c73d22bb2e2175b1d9d5bdc.jpg?source=06d4cd63,2019-12-11 08:56:12,一级评论
https://www.zhihu.com/answer/930193847,2,成夏,未知,太可爱了，恭喜恭喜🎉,https://www.zhihu.com/people/cheng-xia-80-34,https://pic2.zhimg.com/v2-a6a426fbc5389efb5980e8ebbf83872a.jpg?source=06d4cd63,2019-12-11 09:36:51,一级评论
https://www.zhihu.com/answer/930193847,2,雷帝嘎嘎baci,未知,<p>恭喜恭喜 我参加了2020的考试 还在苦苦等等成绩 希望能得到好运</p>,https://www.zhihu.com/people/lei-di-ga-ga-73-11,https://pica.zhimg.com/v2-f65c145d1fb37cae37dd837bdf8d453a.jpg?source=06d4cd63,2019-12-26 16:33:19,一级评论
https://www.zhihu.com/answer/930193847,2,提灯看傻狗,女,我点赞了 !  ! 我明年肯定也要这样子沙雕又快乐 !  !,https://www.zhihu.com/people/lu-yue-2-15,https://pic2.zhimg.com/v2-01cce948b4efa689d4dafbe19607d756.jpg?source=06d4cd63,2019-12-12 18:06:00,一级评论
https://www.zhihu.com/answer/930193847,2,卧龙大棕熊,未知,怎么样了,https://www.zhihu.com/people/wo-long-da-xiong-mao-41,https://pic1.zhimg.com/v2-d5de524395bbc87da3ad4fafedc0246b.jpg?source=06d4cd63,2021-10-05 13:09:56,二级评论
https://www.zhihu.com/answer/930193847,2,哈罗德,未知,听说你这运气爆炸，我过来吸运的。,https://www.zhihu.com/people/miao-yi-yu-66,https://pic3.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff.jpg?source=06d4cd63,2019-12-11 15:30:11,一级评论
https://www.zhihu.com/answer/930193847,2,疏离,女,去年就看过这个，今年又给我推了哈哈哈,https://www.zhihu.com/people/shu-chi-18-82,https://pic1.zhimg.com/a4a11e3ad4756198be75bedd3ae5d1e0.jpg?source=06d4cd63,2021-12-11 14:41:40,一级评论
https://www.zhihu.com/answer/930193847,2,anika,女,恭喜恭喜，沾沾喜气，听你的描述就能感受到那种快乐了，希望我也有这一天,https://www.zhihu.com/people/song-ben-sang,https://pic2.zhimg.com/v2-80c2e16ea1234f4f534eecedcaf7aa35.jpg?source=06d4cd63,2019-12-11 11:39:04,一级评论
https://www.zhihu.com/answer/930193847,2,殷殷yy呀,未知,宝子沾沾喜气,https://www.zhihu.com/people/er-ge-ge-de-xian-xian-25,https://pic1.zhimg.com/v2-afaa77f162f5d5f672a41691b9eda9f9.jpg?source=06d4cd63,2021-12-02 08:58:22,一级评论
https://www.zhihu.com/answer/930193847,2,一页月光,女,沾沾喜气！希望今年初试我也能够顺利通过[拜托],https://www.zhihu.com/people/wai-wai-78-45,https://pic3.zhimg.com/v2-90bf14fcbc1bed48ae902e183ee77781.jpg?source=06d4cd63,2021-10-31 09:39:45,一级评论
https://www.zhihu.com/answer/930193847,2,Crystal,女,把这条推荐了给我，希望我能上岸！一战成硕！,https://www.zhihu.com/people/crystal-67-2-56,https://pic3.zhimg.com/v2-70fc43fbea8dbac4c0de23d46c192ddf.jpg?source=06d4cd63,2022-02-20 09:07:31,一级评论
https://www.zhihu.com/answer/930193847,2,多肉葡萄,女,沾沾喜气大家一起上岸！,https://www.zhihu.com/people/jojo-86-12-98,https://pica.zhimg.com/v2-c0cf2b45b1dfdb4f870c1a451a442a5e.jpg?source=06d4cd63,2022-02-13 11:09:12,一级评论
https://www.zhihu.com/answer/930193847,2,指间Sir,男,距离考研还有387天，沾好运,https://www.zhihu.com/people/zhi-jian-sir,https://picx.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff.jpg?source=06d4cd63,2021-12-03 08:51:09,一级评论
https://www.zhihu.com/answer/930193847,2,筱凌,男,复试过了？,https://www.zhihu.com/people/xiao-ling-74-97,https://pic1.zhimg.com/v2-5d9cb2f4008b5b547908123374aad8aa.jpg?source=06d4cd63,2019-12-11 09:44:52,一级评论
https://www.zhihu.com/answer/930193847,2,破天荒,男,初试分自己心里都有点数，出分的时候倒不意外，有点小开心也就没了。复试过了的时候才是真的激动。,https://www.zhihu.com/people/po-tian-huang-40-52,https://pic1.zhimg.com/v2-d637eb5941532b1c319bd422c2084c6b.jpg?source=06d4cd63,2019-12-11 09:52:43,一级评论
https://www.zhihu.com/answer/930193847,2,知乎用户JWzDRk,女,复试有什么要求？专业知识？还是...,https://www.zhihu.com/people/jin-tian-de-yue-liang-hao-yuan,https://pic2.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff.jpg?source=06d4cd63,2019-12-11 11:04:15,二级评论
https://www.zhihu.com/answer/930193847,2,Javcer,男,当年复试过了 内心毫无波澜 前一秒在叠衣服 后一秒还在叠衣服 反而是身边的朋友高兴的不行 😂😂,https://www.zhihu.com/people/island-long,https://pic1.zhimg.com/v2-1e24682d85f75af7f2370939fa34e38d.jpg?source=06d4cd63,2019-12-11 15:03:55,二级评论
https://www.zhihu.com/answer/930193847,2,小猴毛鸡蛋,未知,恭喜恭喜恭喜！！！！,https://www.zhihu.com/people/ke-yi-hou-57,https://pic4.zhimg.com/v2-5581f1df0d61775df5c82a424d2ad2d8.jpg?source=06d4cd63,2019-12-11 09:39:44,一级评论
https://www.zhihu.com/answer/930193847,2,Mmmmmmmlyh,女,沾沾喜气！还有10天，加油[大哭][大哭],https://www.zhihu.com/people/hui-xi-huicin,https://pic4.zhimg.com/v2-9eedeabb58d04366390f1af985d8103d.jpg?source=06d4cd63,2019-12-11 09:49:56,一级评论
https://www.zhihu.com/answer/930193847,2,铭源,男,不知道答主半夜过了啥，众所周知，考研国家线比考研分数晚出。超过四十多分，姑且就认为是超过了去年的国家线吧，那就一定知道能考上了吗？<br>大概就是大一大二在意淫吧[飙泪笑]<br>当然，祝您梦想成真！,https://www.zhihu.com/people/hua-ming-45-97,https://picx.zhimg.com/1f355e0e2099316fc7de675be69c3931.jpg?source=06d4cd63,2019-12-11 11:35:46,一级评论
https://www.zhihu.com/answer/930193847,2,一顆檸檬,未知,确实 出来分数怎么知道自己过了[捂脸]除非考400➕这种[飙泪笑]而且过了国家线不是正常操作么……如果工科的话超国家线40分也就320那不是很低么……,https://www.zhihu.com/people/xiao-shi-de-shi-jian-59,https://pic3.zhimg.com/v2-20229d999c32150ef8a18c69f32729fa.jpg?source=06d4cd63,2019-12-11 13:38:07,二级评论
https://www.zhihu.com/answer/930193847,2,时空不敌我心,未知,很多专业每年的分数相对固定，要是超过往年40分那确实基本稳了,https://www.zhihu.com/people/shi-kong-bu-di-wo-xin,https://picx.zhimg.com/v2-fde2ccaddbb89a333fc3fc55d1eb0203.jpg?source=06d4cd63,2019-12-18 01:22:01,二级评论
https://www.zhihu.com/answer/930193847,3,喜柚,女,同喜同喜,https://www.zhihu.com/people/yicong-li-80,https://pic4.zhimg.com/v2-210ebb297c73d22bb2e2175b1d9d5bdc.jpg?source=06d4cd63,2019-12-11 08:56:18,一级评论
https://www.zhihu.com/answer/930193847,3,邵真二,男,祝贺你啊，虽然我刚上大一，还是想沾沾你的喜气等我考研的时候也可以考上,https://www.zhihu.com/people/wiii123,https://pic1.zhimg.com/v2-1112e651c8b8797782432e3f8a3bc222.jpg?source=06d4cd63,2019-12-11 10:44:48,一级评论
https://www.zhihu.com/answer/930193847,3,凡尔纳的星星,未知,蹭蹭大佬文曲星气场,https://www.zhihu.com/people/shi-er-chen-ye,https://pic1.zhimg.com/v2-b0fb4a7e493cefbac250492e05e77654.jpg?source=06d4cd63,2019-12-13 12:46:59,一级评论
https://www.zhihu.com/answer/930193847,3,卖火柴的老男孩,男,鹏北海，凤朝阳，明年此日青云去，却笑人间举子忙。21考研党来沾一。。。喜气,https://www.zhihu.com/people/mai-huo-chai-de-lao-nan-hai-6,https://pica.zhimg.com/v2-4e16db98454eee56f6b4e7442592e5ca.jpg?source=06d4cd63,2019-12-12 14:55:34,一级评论
https://www.zhihu.com/answer/930193847,3,知乎用户H1fq2z,女,成绩公布的那天，查成绩的人太多了，一直登录不上去，心一横想算了不查了管他的，我就直接去睡觉了。正在睡午觉，突然我妈电话我，说我考过了，她自己在家刷成绩硬是被她刷出来了。。。我当时直接坐起来差点从床上摔下去。,https://www.zhihu.com/people/xiong-pierce,https://pic1.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff.jpg?source=06d4cd63,2019-12-11 17:00:45,一级评论
https://www.zhihu.com/answer/930193847,3,嘟嘟噜,女,好好准备复试吧，比复试线高了54，比国家线好了124的复试不好好准备照样被刷,https://www.zhihu.com/people/123xiao-xiao-xiao-23,https://picx.zhimg.com/v2-55a69bea38e2938eeb0de56fcb71eaca.jpg?source=06d4cd63,2019-12-11 10:49:24,一级评论
https://www.zhihu.com/answer/930193847,3,远方与归途,未知,楼主都说啦复试过了……为什么这么多人不看清楚 就开始说呢？？！,https://www.zhihu.com/people/yuan-fang-yu-gui-tu-54,https://pica.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff.jpg?source=06d4cd63,2019-12-21 21:38:21,二级评论
https://www.zhihu.com/answer/930193847,3,嘟嘟噜,女,之前没有说哦,https://www.zhihu.com/people/123xiao-xiao-xiao-23,https://pic1.zhimg.com/v2-55a69bea38e2938eeb0de56fcb71eaca.jpg?source=06d4cd63,2019-12-21 21:47:36,二级评论
https://www.zhihu.com/answer/930193847,3,初冬廿一,男,沾沾喜气 大一别挂科[惊喜],https://www.zhihu.com/people/biancan,https://pica.zhimg.com/v2-f7b1fe56caca6a32478bea61c5c6914c.jpg?source=06d4cd63,2019-12-11 09:50:20,一级评论
https://www.zhihu.com/answer/930193847,3,电分救我,男,沾沾喜气，祝努力的人都有回报,https://www.zhihu.com/people/dian-fen-jiu-wo,https://picx.zhimg.com/v2-09bef3d83836bf2ca163fd29311ca3fe.jpg?source=06d4cd63,2019-12-15 17:48:19,一级评论
https://www.zhihu.com/answer/930193847,3,Hotel California,男,恭喜！蹭蹭喜气和灵性[爱],https://www.zhihu.com/people/hotel-california-94,https://pic1.zhimg.com/v2-3c924fad2ba709105d9579f8903463b7.jpg?source=06d4cd63,2019-12-15 08:51:31,一级评论
https://www.zhihu.com/answer/930193847,3,云中梦飞天,未知,我也要跟你一样，优秀,https://www.zhihu.com/people/shi-su-93-72,https://pic2.zhimg.com/v2-244387e30bef115aefd3ccf125b9f278.jpg?source=06d4cd63,2019-12-13 22:57:42,一级评论
https://www.zhihu.com/answer/930193847,3,李浩,未知,现在本科毕业没有欢乐，考上硕士才是人生真正的开始，跟着导师学专业，学做人，希望你越来越好,https://www.zhihu.com/people/li-hao-17-73,https://pica.zhimg.com/v2-efb1e7db846dc3343917a273a79e79e6.jpg?source=06d4cd63,2019-12-13 00:06:52,一级评论
https://www.zhihu.com/answer/930193847,3,贝塔400,男,老爸:你TM吼辣么大声干什么？,https://www.zhihu.com/people/taylor-zhou-36,https://pica.zhimg.com/v2-5a7157d935966b9f0649d4fb361a0590.jpg?source=06d4cd63,2019-12-11 13:10:46,一级评论
https://www.zhihu.com/answer/930193847,3,Z字玩家,男,那你去找物管啊？！（手动狗头）,https://www.zhihu.com/people/fuyoooooo-26,https://pic1.zhimg.com/v2-66971cd7f5459b7f812b69c100360b35.jpg?source=06d4cd63,2019-12-24 22:34:40,二级评论
https://www.zhihu.com/answer/930193847,3,无厘头的追梦患者,男,不是应该等到复试成绩吗[好奇],https://www.zhihu.com/people/wjl-25-9,https://pic3.zhimg.com/v2-60cd6694bedaaca5d8f2167e83f27660.jpg?source=06d4cd63,2019-12-11 11:25:02,一级评论
https://www.zhihu.com/answer/930193847,3,嗯嗯好好歇歇,未知,来沾沾喜气，我一想一脚踢开领导门说老娘考上了，不伺候了,https://www.zhihu.com/people/ng-ng-hao-hao-xie-xie,https://pica.zhimg.com/v2-4700116072a9eba9330a81fbbe49b7d5.jpg?source=06d4cd63,2021-10-11 16:13:46,一级评论
https://www.zhihu.com/answer/930193847,3,啊啊啊啊啊啊啊啊,未知,沾沾喜气！希望今年能有学上！🙏🏻🙏🏻🙏🏻🍀🍀🍀🤞🏻🤞🏻🤞🏻🍊🍊🍊🍑🍑🍑🍎🍎🍎,https://www.zhihu.com/people/sherlock-65-17,https://picx.zhimg.com/v2-f045a13f5723635d6d4504835f55179b.jpg?source=06d4cd63,2021-02-18 20:03:27,一级评论
https://www.zhihu.com/answer/930193847,3,李先生,男,沾沾喜气,https://www.zhihu.com/people/li-xian-sheng-81-98-96,https://pic4.zhimg.com/v2-b5d3530bf62d5680ac231cea65680c5e.jpg?source=06d4cd63,2021-10-30 16:11:30,一级评论
https://www.zhihu.com/answer/930193847,3,回首青春,未知,理解你那种心里，我也是小地方的，父母不支持也不反对，也是希望往那种公务员方向去，我也是19年调剂上的，虽然专业不太好，不过还能出去看看。自己觉得有压力但也开心😊,https://www.zhihu.com/people/hui-shou-qing-chun-1,https://pic2.zhimg.com/v2-5c048bd0eac9b56a0073bcb65a95b1b5.jpg?source=06d4cd63,2020-02-21 18:11:38,一级评论
https://www.zhihu.com/answer/930193847,3,kcuu,女,沾沾喜气 逢考必过！！！,https://www.zhihu.com/people/kcuu,https://pic3.zhimg.com/v2-2a300fcddb2ec604aa7124d5a1421128.jpg?source=06d4cd63,2019-12-15 21:23:50,一级评论
https://www.zhihu.com/answer/930193847,3,我爱大脸猫,未知,看着文字脑补着画面想想就开心的不行[赞][赞][赞],https://www.zhihu.com/people/wo-ai-da-lian-mao-89,https://pica.zhimg.com/61921e93a9af4c3a0579b69ab126197a.jpg?source=06d4cd63,2019-12-13 20:18:28,一级评论
https://www.zhihu.com/answer/930193847,3,Fight,未知,我觉得今年我过了也是你这个👆🏻亚子<br>明年出成绩回来挖坟哈哈哈哈,https://www.zhihu.com/people/fight-25-69,https://picx.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff.jpg?source=06d4cd63,2019-12-13 19:18:59,一级评论
https://www.zhihu.com/answer/930193847,4,江小河,未知,飞起，沾沾喜气,https://www.zhihu.com/people/jiang-xiao-he-83,https://pic2.zhimg.com/v2-d5730049c9667698e673a00fef0846b3.jpg?source=06d4cd63,2019-12-12 19:15:46,一级评论
https://www.zhihu.com/answer/930193847,4,折原饮茶,女,那种喜悦的心情想第一时间拿出来分享，脑海中浮现的全是自己拼搏努力的样子，好值得。,https://www.zhihu.com/people/macho-87-71,https://pic1.zhimg.com/v2-e937d34986705df8ab56dca39c4060a2.jpg?source=06d4cd63,2019-12-12 19:02:09,一级评论
https://www.zhihu.com/answer/930193847,4,Stella,男,"沾沾喜气 虽然才大一<a href=""https://pic4.zhimg.com/v2-ba306425d0a7aee2c7260381f1bf7b97.gif"" class=""comment_sticker"" data-width=""0"" data-height=""0"" data-sticker-id=""990581350222589952"">[欢呼]</a>",https://www.zhihu.com/people/deng-dai-ding-xiang-gu-niang-de-dan-xiao-gui,https://pic1.zhimg.com/v2-b8db0e5e53d1987545b849970ee289f8.jpg?source=06d4cd63,2019-12-12 16:35:04,一级评论
https://www.zhihu.com/answer/930193847,4,芭莎的猫,男,不为别的，就冲着沾沾喜气,https://www.zhihu.com/people/zhang-qi-fan-68,https://pic3.zhimg.com/v2-ddd8677ef7e14b0e389c5bbb396ba393.jpg?source=06d4cd63,2019-12-12 02:23:20,一级评论
https://www.zhihu.com/answer/930193847,4,花满楼,男,考的哪里呀？,https://www.zhihu.com/people/hua-man-lou-5-51,https://pic1.zhimg.com/v2-7cbe268d6c8e5141a63c78e9b0182f8a.jpg?source=06d4cd63,2019-12-11 18:54:09,一级评论
https://www.zhihu.com/answer/930193847,4,多乐福,女,太有画面感了 砸手机 踹门[大笑]恭喜恭喜,https://www.zhihu.com/people/fu-jing-shu-9,https://pic1.zhimg.com/v2-2cfd8ab574d4f95ab3f9c1d2c8708870.jpg?source=06d4cd63,2019-12-11 17:58:19,一级评论
https://www.zhihu.com/answer/930193847,4,优雅野人,男,行了，先别高兴了，还是想想毕业时候怎么考公务员吧,https://www.zhihu.com/people/you-ya-ye-ren-36,https://pic1.zhimg.com/629a5458fba1f7b2620726e2d3389ff8.jpg?source=06d4cd63,2019-12-11 15:54:12,一级评论
https://www.zhihu.com/answer/930193847,4,卧龙大棕熊,未知,？为什么一定要考公务员,https://www.zhihu.com/people/wo-long-da-xiong-mao-41,https://pic1.zhimg.com/v2-d5de524395bbc87da3ad4fafedc0246b.jpg?source=06d4cd63,2021-10-05 13:13:48,二级评论
https://www.zhihu.com/answer/930193847,4,Leon小明,男,成绩刚出来怎么知道自己超40分的,https://www.zhihu.com/people/leonxiao-ming-37,https://pic1.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff.jpg?source=06d4cd63,2019-12-11 13:59:48,一级评论
https://www.zhihu.com/answer/930193847,4,脸脸,未知,看到最后一句我也跟着乐了 恭喜恭喜,https://www.zhihu.com/people/lian-lian-57-67,https://pic2.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff.jpg?source=06d4cd63,2019-12-11 12:06:46,一级评论
https://www.zhihu.com/answer/930193847,4,cookiejokers,未知,恭喜恭喜，沾点喜气。[捂嘴][捂嘴],https://www.zhihu.com/people/kakashi-56-95,https://pic4.zhimg.com/v2-1cb63e2b7e37ba8ed253be2f783ab278.jpg?source=06d4cd63,2019-12-11 11:10:12,一级评论
https://www.zhihu.com/answer/930193847,4,早辰,女,[好奇]半夜出成绩……超了40多分……出分就知道考考上了……,https://www.zhihu.com/people/zhang-chen-82-71-96,https://pica.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff.jpg?source=06d4cd63,2019-12-11 11:09:40,一级评论
https://www.zhihu.com/answer/930193847,4,持书仗剑耀中华,男,羡慕，我也过线几十分，然而复试被刷了[大哭],https://www.zhihu.com/people/fu-he-xing-she-hui-zhu-yi-lu-deng,https://pic1.zhimg.com/v2-1e8517d4aa475a8420be564f7ad5b715.jpg?source=06d4cd63,2019-12-11 10:59:52,一级评论
https://www.zhihu.com/answer/930193847,4,知乎用户JWzDRk,女,复试怎么被刷？,https://www.zhihu.com/people/jin-tian-de-yue-liang-hao-yuan,https://pic4.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff.jpg?source=06d4cd63,2019-12-11 11:02:34,二级评论
https://www.zhihu.com/answer/930193847,4,持书仗剑耀中华,男,差额复试，而且有一位老师调走了，所以名额有限，所以刷了好几个人，很不幸我就在其中（*/㉨＼*）捂脸,https://www.zhihu.com/people/fu-he-xing-she-hui-zhu-yi-lu-deng,https://pic3.zhimg.com/v2-1e8517d4aa475a8420be564f7ad5b715.jpg?source=06d4cd63,2019-12-11 11:26:21,二级评论
